tract,area_id,area_name
17031010100,01,Rogers Park
17031010201,01,Rogers Park
17031010202,01,Rogers Park
17031010300,01,Rogers Park
17031010400,01,Rogers Park
17031010501,01,Rogers Park
17031010502,01,Rogers Park
17031010503,01,Rogers Park
17031010600,01,Rogers Park
17031010701,01,Rogers Park
17031010702,01,Rogers Park
17031830600,01,Rogers Park
17031020100,02,West Ridge
17031020200,02,West Ridge
17031020301,02,West Ridge
17031020302,02,West Ridge
17031020400,02,West Ridge
17031020500,02,West Ridge
17031020601,02,West Ridge
17031020602,02,West Ridge
17031020701,02,West Ridge
17031020702,02,West Ridge
17031020801,02,West Ridge
17031020802,02,West Ridge
17031020901,02,West Ridge
17031020902,02,West Ridge
17031031000,03,Uptown
17031031100,03,Uptown
17031031200,03,Uptown
17031031300,03,Uptown
17031031400,03,Uptown
17031031501,03,Uptown
17031031502,03,Uptown
17031031700,03,Uptown
17031031800,03,Uptown
17031031900,03,Uptown
17031032100,03,Uptown
17031830700,03,Uptown
17031040100,04,Lincoln Square
17031040201,04,Lincoln Square
17031040202,04,Lincoln Square
17031040300,04,Lincoln Square
17031040401,04,Lincoln Square
17031040402,04,Lincoln Square
17031040600,04,Lincoln Square
17031040700,04,Lincoln Square
17031040800,04,Lincoln Square
17031040900,04,Lincoln Square
17031830800,04,Lincoln Square
17031050100,05,North Center
17031050200,05,North Center
17031050300,05,North Center
17031050500,05,North Center
17031050600,05,North Center
17031050700,05,North Center
17031050800,05,North Center
17031050900,05,North Center
17031051000,05,North Center
17031051100,05,North Center
17031051200,05,North Center
17031051300,05,North Center
17031051400,05,North Center
17031843700,05,North Center
17031060100,06,Lake View
17031060200,06,Lake View
17031060300,06,Lake View
17031060400,06,Lake View
17031060500,06,Lake View
17031060800,06,Lake View
17031060900,06,Lake View
17031061000,06,Lake View
17031061100,06,Lake View
17031061200,06,Lake View
17031061500,06,Lake View
17031061800,06,Lake View
17031061901,06,Lake View
17031061902,06,Lake View
17031062000,06,Lake View
17031062100,06,Lake View
17031062200,06,Lake View
17031062300,06,Lake View
17031062400,06,Lake View
17031062500,06,Lake View
17031062600,06,Lake View
17031062700,06,Lake View
17031062800,06,Lake View
17031062900,06,Lake View
17031063000,06,Lake View
17031063100,06,Lake View
17031063200,06,Lake View
17031063301,06,Lake View
17031063302,06,Lake View
17031063303,06,Lake View
17031063400,06,Lake View
17031831900,06,Lake View
17031832000,06,Lake View
17031832100,06,Lake View
17031070101,07,Lincoln Park
17031070102,07,Lincoln Park
17031070103,07,Lincoln Park
17031070200,07,Lincoln Park
17031070300,07,Lincoln Park
17031070400,07,Lincoln Park
17031070500,07,Lincoln Park
17031070600,07,Lincoln Park
17031070700,07,Lincoln Park
17031071000,07,Lincoln Park
17031071100,07,Lincoln Park
17031071200,07,Lincoln Park
17031071300,07,Lincoln Park
17031071400,07,Lincoln Park
17031071500,07,Lincoln Park
17031071600,07,Lincoln Park
17031071700,07,Lincoln Park
17031071800,07,Lincoln Park
17031832500,07,Lincoln Park
17031832600,07,Lincoln Park
17031080100,08,Near North Side
17031080201,08,Near North Side
17031080202,08,Near North Side
17031080300,08,Near North Side
17031080400,08,Near North Side
17031081000,08,Near North Side
17031081100,08,Near North Side
17031081201,08,Near North Side
17031081202,08,Near North Side
17031081300,08,Near North Side
17031081401,08,Near North Side
17031081402,08,Near North Side
17031081403,08,Near North Side
17031081500,08,Near North Side
17031081600,08,Near North Side
17031081700,08,Near North Side
17031081800,08,Near North Side
17031081900,08,Near North Side
17031838300,08,Near North Side
17031842200,08,Near North Side
17031090100,09,Edison Park
17031090200,09,Edison Park
17031090300,09,Edison Park
17031805600,09,Edison Park
17031100100,10,Norwood Park
17031100200,10,Norwood Park
17031100300,10,Norwood Park
17031100400,10,Norwood Park
17031100500,10,Norwood Park
17031100600,10,Norwood Park
17031100700,10,Norwood Park
17031810400,10,Norwood Park
17031110100,11,Jefferson Park
17031110200,11,Jefferson Park
17031110300,11,Jefferson Park
17031110400,11,Jefferson Park
17031110501,11,Jefferson Park
17031110502,11,Jefferson Park
17031120100,12,Forest Glen
17031120200,12,Forest Glen
17031120300,12,Forest Glen
17031120400,12,Forest Glen
17031807900,12,Forest Glen
17031808100,12,Forest Glen
17031130100,13,North Park
17031130200,13,North Park
17031130300,13,North Park
17031831800,13,North Park
17031140100,14,Albany Park
17031140200,14,Albany Park
17031140301,14,Albany Park
17031140302,14,Albany Park
17031140400,14,Albany Park
17031140500,14,Albany Park
17031140601,14,Albany Park
17031140602,14,Albany Park
17031140701,14,Albany Park
17031140702,14,Albany Park
17031140800,14,Albany Park
17031150200,15,Portage Park
17031150300,15,Portage Park
17031150401,15,Portage Park
17031150402,15,Portage Park
17031150501,15,Portage Park
17031150502,15,Portage Park
17031150600,15,Portage Park
17031150700,15,Portage Park
17031150800,15,Portage Park
17031151001,15,Portage Park
17031151002,15,Portage Park
17031151100,15,Portage Park
17031151200,15,Portage Park
17031831700,15,Portage Park
17031160100,16,Irving Park
17031160200,16,Irving Park
17031160300,16,Irving Park
17031160400,16,Irving Park
17031160501,16,Irving Park
17031160502,16,Irving Park
17031160601,16,Irving Park
17031160602,16,Irving Park
17031160700,16,Irving Park
17031160800,16,Irving Park
17031160900,16,Irving Park
17031161000,16,Irving Park
17031161100,16,Irving Park
17031161200,16,Irving Park
17031161300,16,Irving Park
17031170100,17,Dunning
17031170200,17,Dunning
17031170300,17,Dunning
17031170400,17,Dunning
17031170500,17,Dunning
17031170600,17,Dunning
17031170700,17,Dunning
17031170800,17,Dunning
17031170900,17,Dunning
17031171000,17,Dunning
17031171100,17,Dunning
17031180100,18,Montclare
17031831600,18,Montclare
17031190100,19,Belmont Cragin
17031190200,19,Belmont Cragin
17031190300,19,Belmont Cragin
17031190401,19,Belmont Cragin
17031190402,19,Belmont Cragin
17031190601,19,Belmont Cragin
17031190602,19,Belmont Cragin
17031190701,19,Belmont Cragin
17031190702,19,Belmont Cragin
17031190800,19,Belmont Cragin
17031190900,19,Belmont Cragin
17031191000,19,Belmont Cragin
17031191100,19,Belmont Cragin
17031191200,19,Belmont Cragin
17031191301,19,Belmont Cragin
17031191302,19,Belmont Cragin
17031831500,19,Belmont Cragin
17031200100,20,Hermosa
17031200200,20,Hermosa
17031200300,20,Hermosa
17031200401,20,Hermosa
17031200402,20,Hermosa
17031831200,20,Hermosa
17031210100,21,Avondale
17031210400,21,Avondale
17031210501,21,Avondale
17031210502,21,Avondale
17031210601,21,Avondale
17031210602,21,Avondale
17031210700,21,Avondale
17031210800,21,Avondale
17031210900,21,Avondale
17031831100,21,Avondale
17031220300,22,Logan Square
17031220400,22,Logan Square
17031220500,22,Logan Square
17031220601,22,Logan Square
17031220602,22,Logan Square
17031220701,22,Logan Square
17031220702,22,Logan Square
17031220901,22,Logan Square
17031220902,22,Logan Square
17031221000,22,Logan Square
17031221100,22,Logan Square
17031221200,22,Logan Square
17031221300,22,Logan Square
17031221400,22,Logan Square
17031221500,22,Logan Square
17031221600,22,Logan Square
17031222200,22,Logan Square
17031222500,22,Logan Square
17031222600,22,Logan Square
17031222700,22,Logan Square
17031222800,22,Logan Square
17031222900,22,Logan Square
17031830900,22,Logan Square
17031831000,22,Logan Square
17031832200,22,Logan Square
17031832300,22,Logan Square
17031832400,22,Logan Square
17031230100,23,Humboldt Park
17031230200,23,Humboldt Park
17031230300,23,Humboldt Park
17031230400,23,Humboldt Park
17031230500,23,Humboldt Park
17031230600,23,Humboldt Park
17031230700,23,Humboldt Park
17031230800,23,Humboldt Park
17031230900,23,Humboldt Park
17031231100,23,Humboldt Park
17031231200,23,Humboldt Park
17031231500,23,Humboldt Park
17031836600,23,Humboldt Park
17031836700,23,Humboldt Park
17031842100,23,Humboldt Park
17031240200,24,West Town
17031240300,24,West Town
17031240500,24,West Town
17031240600,24,West Town
17031240700,24,West Town
17031240800,24,West Town
17031240900,24,West Town
17031241000,24,West Town
17031241100,24,West Town
17031241200,24,West Town
17031241300,24,West Town
17031241400,24,West Town
17031241500,24,West Town
17031241600,24,West Town
17031242000,24,West Town
17031242100,24,West Town
17031242200,24,West Town
17031242300,24,West Town
17031242400,24,West Town
17031242500,24,West Town
17031242600,24,West Town
17031242700,24,West Town
17031242800,24,West Town
17031242900,24,West Town
17031243000,24,West Town
