area_id,area_name,b25032c001,b25032c001_moe,b25032c002,b25032c002_moe,b25032c003,b25032c003_moe,b25032c004,b25032c004_moe,b25032c005,b25032c005_moe,b25032c006,b25032c006_moe,b25032c007,b25032c007_moe,b25032c008,b25032c008_moe,b25032c009,b25032c009_moe,b25032c010,b25032c010_moe,b25032c011,b25032c011_moe
1,Rogers Park,21,50,0,48,0,48,0,48,0,48,12,49,9,48,0,48,0,48,0,48,0,48
2,West Ridge,127,100,16,54,22,62,26,66,10,53,39,77,0,51,0,51,14,56,0,51,0,51
3,Uptown,139,85,19,53,0,48,0,48,19,55,24,59,0,48,13,49,54,65,10,48,0,48
4,Lincoln Square,98,81,3,41,0,40,48,60,47,67,0,40,0,40,0,40,0,40,0,40,0,40
5,North Center,54,68,8,43,0,43,0,43,46,66,0,43,0,43,0,43,0,43,0,43,0,43
6,Lake View,148,154,0,66,91,151,15,69,0,66,0,66,14,68,9,66,19,67,0,66,0,66
7,Lincoln Park,56,74,30,67,26,59,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51
8,Near North Side,76,88,0,54,0,54,0,54,0,54,20,62,56,83,0,54,0,54,0,54,0,54
9,Edison Park,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
10,Norwood Park,15,47,15,47,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
11,Jefferson Park,47,52,47,52,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
12,Forest Glen,21,40,21,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
13,North Park,15,34,0,27,15,34,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
14,Albany Park,61,56,0,45,0,45,13,48,0,45,11,45,10,45,9,44,18,51,0,45,0,45
15,Portage Park,62,60,28,51,0,47,12,49,22,53,0,47,0,47,0,47,0,47,0,47,0,47
16,Irving Park,103,107,42,79,0,47,0,47,49,84,0,47,12,50,0,47,0,47,0,47,0,47
17,Dunning,31,51,16,47,0,40,15,44,0,40,0,40,0,40,0,40,0,40,0,40,0,40
18,Montclare,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23
19,Belmont Cragin,26,53,20,54,0,52,0,52,0,52,6,51,0,52,0,52,0,52,0,52,0,52
20,Hermosa,10,33,10,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
21,Avondale,85,83,70,83,0,38,0,38,15,40,0,38,0,38,0,38,0,38,0,38,0,38
22,Logan Square,53,74,28,73,0,57,14,60,0,57,11,57,0,57,0,57,0,57,0,57,0,57
23,Humboldt Park,80,79,13,53,0,51,44,68,0,51,0,51,23,61,0,51,0,51,0,51,0,51
24,West Town,147,88,29,65,0,62,61,74,3,62,47,76,0,62,0,62,7,63,0,62,0,62
25,Austin,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61
26,West Garfield Park,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
