area_id,area_name,b19101g001,b19101g001_moe,b19101g002,b19101g002_moe,b19101g003,b19101g003_moe,b19101g004,b19101g004_moe,b19101g005,b19101g005_moe,b19101g006,b19101g006_moe,b19101g007,b19101g007_moe,b19101g008,b19101g008_moe,b19101g009,b19101g009_moe,b19101g010,b19101g010_moe,b19101g011,b19101g011_moe,b19101g012,b19101g012_moe,b19101g013,b19101g013_moe,b19101g014,b19101g014_moe,b19101g015,b19101g015_moe,b19101g016,b19101g016_moe,b19101g017,b19101g017_moe
BK09,Brooklyn Heights-Cobble Hill,83,64,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,11,32,0,29,20,43,52,53
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,79,78,0,55,0,55,30,70,0,55,0,55,0,55,0,55,0,55,0,55,16,60,0,55,12,57,0,55,0,55,21,58,0,55
BK19,Brighton Beach,215,122,0,38,0,38,0,38,17,44,75,99,14,43,0,38,0,38,0,38,0,38,18,37,41,54,28,57,8,39,14,42,0,38
BK21,Seagate-Coney Island,42,54,0,38,24,52,0,38,0,38,4,37,0,38,0,38,0,38,0,38,0,38,0,38,14,43,0,38,0,38,0,38,0,38
BK23,West Brighton,14,31,0,27,7,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,7,27,0,27,0,27,0,27
BK25,Homecrest,92,85,37,75,0,48,0,48,0,48,0,48,0,48,16,53,0,48,0,48,0,48,6,47,0,48,24,55,0,48,0,48,9,49
BK26,Gravesend,77,55,19,44,0,36,0,36,0,36,0,36,0,36,11,36,0,36,0,36,7,35,9,38,31,46,0,36,0,36,0,36,0,36
BK27,Bath Beach,80,61,0,40,11,42,0,40,0,40,22,52,1,38,0,40,0,40,0,40,0,40,0,40,36,46,10,42,0,40,0,40,0,40
BK28,Bensonhurst West,180,91,0,64,0,64,7,63,0,64,17,69,8,64,8,64,24,68,3,63,12,65,37,69,46,70,18,67,0,64,0,64,0,64
BK29,Bensonhurst East,177,88,0,51,16,56,19,53,13,54,11,53,6,50,11,53,0,51,9,52,51,68,10,52,31,58,0,51,0,51,0,51,0,51
BK30,Dyker Heights,61,60,0,51,0,51,0,51,0,51,22,60,0,51,0,51,0,51,0,51,4,51,20,51,4,50,0,51,5,50,6,51,0,51
BK31,Bay Ridge,255,108,30,73,14,66,27,74,6,65,0,66,0,66,25,76,33,73,0,66,24,69,13,66,49,74,11,64,11,66,12,65,0,66
BK32,Sunset Park West,195,96,8,49,0,49,0,49,12,52,33,55,18,49,0,49,0,49,10,51,15,54,53,76,0,49,9,51,23,56,0,49,14,50
BK33,Carroll Gardens-Columbia Street-Red Hook,166,107,0,45,0,45,0,45,18,52,59,86,0,45,0,45,15,48,0,45,0,45,0,45,5,44,27,50,18,47,11,47,13,45
BK34,Sunset Park East,178,84,12,58,25,62,11,59,16,59,11,60,0,59,0,59,7,58,8,59,8,58,61,74,9,58,10,58,0,59,0,59,0,59
BK35,Stuyvesant Heights,270,115,4,50,1,51,35,62,0,51,0,51,0,51,20,59,25,57,12,53,72,78,21,55,41,70,26,57,0,51,13,55,0,51
BK37,Park Slope-Gowanus,340,111,0,58,0,58,0,58,0,58,0,58,8,58,9,58,0,58,8,58,21,60,30,64,54,69,63,67,70,74,28,63,49,68
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,191,87,8,42,25,55,28,51,0,42,0,42,0,42,0,42,27,56,27,53,11,43,16,44,17,43,0,42,26,53,6,42,0,42
BK40,Windsor Terrace,47,45,0,32,18,41,0,32,0,32,0,32,0,32,11,33,0,32,15,37,0,32,0,32,0,32,0,32,3,31,0,32,0,32
BK41,Kensington-Ocean Parkway,169,96,0,40,0,40,0,40,24,40,0,40,0,40,13,43,15,43,0,40,63,84,19,41,0,40,23,46,0,40,12,42,0,40
BK42,Flatbush,472,150,110,95,0,68,14,68,36,76,0,68,0,68,37,74,16,71,0,68,46,79,56,76,79,90,9,68,34,75,15,71,20,73
