area_id,area_name,b07008001,b07008001_moe,b07008002,b07008002_moe,b07008003,b07008003_moe,b07008004,b07008004_moe,b07008005,b07008005_moe,b07008006,b07008006_moe,b07008007,b07008007_moe,b07008008,b07008008_moe,b07008009,b07008009_moe,b07008010,b07008010_moe,b07008011,b07008011_moe,b07008012,b07008012_moe,b07008013,b07008013_moe,b07008014,b07008014_moe,b07008015,b07008015_moe,b07008016,b07008016_moe,b07008017,b07008017_moe,b07008018,b07008018_moe,b07008019,b07008019_moe,b07008020,b07008020_moe,b07008021,b07008021_moe,b07008022,b07008022_moe,b07008023,b07008023_moe,b07008024,b07008024_moe,b07008025,b07008025_moe,b07008026,b07008026_moe,b07008027,b07008027_moe,b07008028,b07008028_moe,b07008029,b07008029_moe,b07008030,b07008030_moe,b07008031,b07008031_moe,b07008032,b07008032_moe,b07008033,b07008033_moe,b07008034,b07008034_moe,b07008035,b07008035_moe,b07008036,b07008036_moe
BK09,Brooklyn Heights-Cobble Hill,20870,1002,8927,722,9644,774,1343,264,238,110,718,180,17127,1015,6618,634,8435,764,1149,236,222,106,703,179,1241,300,513,174,621,211,92,95,0,29,15,33,1257,312,774,224,412,199,71,66,0,29,0,29,959,248,765,237,147,92,31,43,16,36,0,29,286,168,257,154,29,34,0,29,0,29,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,52291,1285,14864,905,27167,1109,3811,430,1111,216,5338,456,49195,1303,13732,877,25924,1107,3513,418,1022,204,5004,437,2211,423,804,226,898,261,210,97,48,63,251,123,440,178,239,140,112,90,56,67,16,61,17,56,146,88,43,58,70,77,24,56,9,56,0,55,299,168,46,63,163,152,8,55,16,60,66,66
BK19,Brighton Beach,27260,1021,7220,629,13410,846,2609,355,686,165,3335,354,24696,1011,6411,592,12093,805,2383,351,600,159,3209,350,1733,425,536,207,908,285,163,88,73,62,53,46,304,195,127,83,97,128,7,37,0,38,73,76,86,84,3,37,49,75,34,53,0,38,0,38,441,201,143,90,263,167,22,50,13,42,0,38
BK21,Seagate-Coney Island,25312,995,10492,946,9431,749,1958,302,1053,246,2378,285,23274,1001,9697,908,8683,731,1685,276,930,241,2279,276,1755,465,636,265,654,230,243,139,123,94,99,61,86,83,66,80,13,41,7,38,0,38,0,38,107,149,84,115,0,38,23,49,0,38,0,38,90,103,9,41,81,102,0,38,0,38,0,38
BK23,West Brighton,14371,587,2790,388,7340,619,1496,318,641,177,2104,282,13804,610,2640,389,7175,620,1383,305,584,169,2022,275,347,187,76,84,66,54,113,101,10,29,82,76,121,106,29,49,45,57,0,27,47,81,0,27,24,37,18,37,6,27,0,27,0,27,0,27,75,60,27,39,48,51,0,27,0,27,0,27
BK25,Homecrest,33500,1021,9193,736,19119,873,2286,325,546,146,2356,255,30951,1026,8397,657,17712,863,2027,286,511,142,2304,255,1759,401,492,236,987,276,193,102,35,56,52,56,207,136,109,86,66,77,32,69,0,48,0,48,140,130,78,115,50,76,12,51,0,48,0,48,443,199,117,86,304,160,22,58,0,48,0,48
BK26,Gravesend,23570,972,6795,611,12341,876,1923,297,423,146,2088,281,22327,997,6285,594,11745,864,1857,294,416,145,2024,271,896,283,304,174,478,204,61,49,7,38,46,62,90,68,41,49,40,57,0,36,0,36,9,37,88,80,41,47,42,73,5,35,0,36,0,36,169,169,124,151,36,50,0,36,0,36,9,37
BK27,Bath Beach,24303,973,7334,637,13437,771,1088,196,459,180,1985,264,22310,948,6683,613,12404,756,974,186,384,172,1865,255,1363,373,429,181,706,254,77,54,75,65,76,54,172,78,85,63,35,53,37,41,0,40,15,39,109,84,39,48,70,79,0,40,0,40,0,40,349,184,98,78,222,169,0,40,0,40,29,50
BK28,Bensonhurst West,71813,1717,23099,1254,39157,1332,3837,396,980,197,4740,421,67390,1717,21336,1169,37045,1327,3588,383,932,194,4489,384,2996,511,1043,274,1580,359,160,100,26,69,187,110,230,107,111,84,38,65,29,70,14,63,38,72,370,225,154,120,197,148,19,65,0,64,0,64,827,318,455,271,297,143,41,81,8,64,26,70
BK29,Bensonhurst East,51376,1311,15151,918,28955,1109,2802,344,880,210,3588,340,47550,1378,13825,884,26924,1115,2611,330,738,196,3452,337,2564,514,1026,286,1193,303,149,97,83,73,113,65,252,123,72,61,160,115,10,50,10,52,0,51,173,100,53,61,86,77,0,51,34,71,0,51,837,275,175,110,592,230,32,62,15,55,23,55
BK30,Dyker Heights,37564,1147,12143,777,20444,929,1642,254,404,116,2931,314,35116,1155,11256,755,19138,901,1581,251,355,111,2786,301,1708,408,701,247,836,234,40,48,49,56,82,68,186,123,39,53,130,120,17,51,0,51,0,51,186,106,85,60,90,97,4,50,0,51,7,50,368,163,62,59,250,151,0,51,0,51,56,69
BK31,Bay Ridge,69726,1479,26651,1104,32157,1225,4713,405,1358,247,4847,409,62509,1558,22981,1056,29417,1208,4322,390,1176,231,4613,397,4148,563,1919,360,1674,359,235,104,137,102,183,114,1188,256,870,226,265,119,30,66,0,66,23,66,1128,271,521,151,452,211,110,84,45,71,0,66,753,267,360,166,349,170,16,66,0,66,28,77
BK32,Sunset Park West,43765,1327,19635,1088,17799,1031,3210,410,1373,266,1748,272,37263,1365,16017,1037,15618,989,2869,393,1122,231,1637,256,2966,478,1597,347,1037,257,146,80,135,87,51,62,1238,292,671,210,374,170,130,83,39,61,24,58,973,244,577,148,320,190,5,49,47,69,24,53,1325,386,773,293,450,180,60,73,30,62,12,51
BK33,Carroll Gardens-Columbia Street-Red Hook,32742,1049,14718,920,13147,895,2323,378,875,245,1679,291,27918,1083,11708,812,11778,867,2100,370,722,217,1610,287,2662,513,1484,371,884,323,106,59,128,107,60,49,1208,258,790,205,308,139,85,77,25,50,0,45,754,254,636,243,92,79,17,44,0,45,9,45,200,96,100,76,85,72,15,48,0,45,0,45
BK34,Sunset Park East,56575,1609,21380,1124,29097,1270,2602,333,1312,238,2184,289,48346,1594,17986,1044,24787,1207,2332,317,1153,225,2088,278,5055,734,1864,436,2886,516,151,93,88,79,66,64,985,258,524,177,418,176,43,65,0,59,0,59,890,264,422,184,386,177,21,66,61,71,0,59,1299,363,584,218,620,237,55,71,10,59,30,67
BK35,Stuyvesant Heights,50804,1548,27870,1268,12988,1011,3897,399,2534,356,3515,382,44793,1523,24081,1214,11393,930,3642,385,2345,346,3332,370,3737,594,2146,418,1160,336,136,72,135,88,160,101,1080,377,812,328,176,154,41,62,28,58,23,59,880,293,662,265,154,117,56,64,8,53,0,51,314,162,169,106,105,108,22,59,18,59,0,51
BK37,Park Slope-Gowanus,61688,1450,28523,1302,26342,1229,4194,444,999,249,1630,301,49971,1517,20902,1160,23101,1185,3556,402,861,231,1551,296,5429,656,3398,498,1514,371,392,166,95,98,30,65,2989,425,1906,323,907,274,116,82,25,55,35,62,2427,436,1825,391,471,173,99,90,18,59,14,59,872,279,492,189,349,199,31,75,0,58,0,58
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,29703,1062,15307,883,9887,726,2202,331,991,183,1316,249,24774,987,11910,795,8651,685,2073,321,944,177,1196,234,1969,343,1214,239,626,234,49,51,11,45,69,58,1670,296,1174,253,364,135,45,52,36,62,51,61,1001,210,832,202,134,62,35,50,0,42,0,42,289,125,177,79,112,108,0,42,0,42,0,42
BK40,Windsor Terrace,18907,724,7290,609,8784,659,1403,252,401,140,1029,172,16674,754,6011,544,8074,654,1274,245,298,130,1017,172,1294,299,573,173,535,208,121,82,65,53,0,32,469,223,350,190,104,93,0,32,14,35,1,29,430,134,348,120,39,52,8,29,24,49,11,35,40,46,8,32,32,47,0,32,0,32,0,32
