area_id,area_name,b25070001,b25070001_moe,b25070002,b25070002_moe,b25070003,b25070003_moe,b25070004,b25070004_moe,b25070005,b25070005_moe,b25070006,b25070006_moe,b25070007,b25070007_moe,b25070008,b25070008_moe,b25070009,b25070009_moe,b25070010,b25070010_moe,b25070011,b25070011_moe
BK09,Brooklyn Heights-Cobble Hill,6389,393,541,174,723,211,961,199,984,226,840,200,253,103,348,138,315,120,1127,217,297,131
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,12387,499,598,182,1030,198,1332,276,1312,280,1006,219,1168,243,509,142,989,224,3303,352,1140,267
BK19,Brighton Beach,9717,388,326,133,448,151,594,154,800,191,1011,216,934,204,519,154,911,215,3379,344,795,220
BK21,Seagate-Coney Island,9359,314,489,158,597,173,980,219,1073,251,1173,226,1412,247,750,211,524,160,2044,268,317,146
BK23,West Brighton,4982,323,274,122,348,129,488,148,626,167,461,155,435,153,271,114,495,144,1483,254,101,63
BK25,Homecrest,9148,407,283,102,537,143,1116,214,531,145,1060,213,870,205,583,155,798,180,2746,302,624,167
BK26,Gravesend,7063,382,217,111,543,172,618,151,684,188,820,198,847,226,634,188,544,156,1604,280,552,195
BK27,Bath Beach,6253,335,176,115,507,174,629,173,714,176,632,149,556,156,363,138,457,157,1768,246,451,147
BK28,Bensonhurst West,19185,553,585,164,1472,233,1498,244,2124,297,2009,290,1616,274,1404,248,1819,278,5575,454,1083,230
BK29,Bensonhurst East,13862,481,459,150,927,190,1355,232,1408,237,1471,247,1491,250,919,196,1317,240,3559,356,956,197
BK30,Dyker Heights,7903,361,225,94,679,165,766,187,888,188,780,181,607,173,642,170,556,150,2247,263,513,147
BK31,Bay Ridge,22586,572,1035,207,1974,288,2671,313,2503,312,2467,318,1906,281,1267,233,1830,287,5931,451,1002,200
BK32,Sunset Park West,13046,412,505,154,894,198,1119,221,1278,211,1480,254,917,204,1079,215,983,214,4137,392,654,173
BK33,Carroll Gardens-Columbia Street-Red Hook,12960,472,771,206,1476,263,1706,300,1778,285,1656,267,1301,257,1002,235,795,216,2069,298,406,167
BK34,Sunset Park East,16347,431,474,148,1038,219,1316,243,1527,251,1436,250,1391,244,1153,243,1431,260,5743,433,838,196
BK35,Stuyvesant Heights,18752,557,648,178,1279,236,1895,300,1998,319,1991,311,1896,289,951,196,1486,266,5395,455,1213,251
BK37,Park Slope-Gowanus,19026,673,892,205,1862,298,2949,386,2566,342,2630,346,1607,274,1177,245,1414,265,3140,395,789,225
