area_id,area_name,b17013001,b17013001_moe,b17013002,b17013002_moe,b17013003,b17013003_moe,b17013004,b17013004_moe,b17013005,b17013005_moe,b17013006,b17013006_moe,b17013007,b17013007_moe,b17013008,b17013008_moe,b17013009,b17013009_moe,b17013010,b17013010_moe,b17013011,b17013011_moe,b17013012,b17013012_moe,b17013013,b17013013_moe,b17013014,b17013014_moe,b17013015,b17013015_moe,b17013016,b17013016_moe,b17013017,b17013017_moe,b17013018,b17013018_moe,b17013019,b17013019_moe,b17013020,b17013020_moe,b17013021,b17013021_moe,b17013022,b17013022_moe,b17013023,b17013023_moe,b17013024,b17013024_moe,b17013025,b17013025_moe,b17013026,b17013026_moe,b17013027,b17013027_moe,b17013028,b17013028_moe,b17013029,b17013029_moe,b17013030,b17013030_moe,b17013031,b17013031_moe,b17013032,b17013032_moe,b17013033,b17013033_moe,b17013034,b17013034_moe,b17013035,b17013035_moe
BK09,Brooklyn Heights-Cobble Hill,4784,381,103,64,65,59,17,38,48,54,0,29,0,29,38,37,7,29,7,29,0,29,0,29,0,29,31,37,27,39,4,28,0,29,0,29,4681,382,4190,355,2301,303,1636,226,244,117,9,30,491,167,243,119,86,66,127,100,30,38,0,29,248,119,179,108,69,62,0,29,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,16523,502,2196,318,923,194,612,155,236,112,75,66,0,55,1273,255,301,158,67,75,150,128,84,93,0,55,972,225,483,183,409,173,80,86,0,55,14327,512,11159,513,4370,361,5639,449,1018,197,132,77,3168,375,874,208,458,158,382,142,27,66,7,55,2294,323,1292,236,870,211,132,93,0,55
BK19,Brighton Beach,7845,429,1588,265,1085,224,487,144,357,139,199,109,42,54,503,164,123,90,64,75,42,56,17,44,0,38,380,142,201,103,171,110,0,38,8,39,6257,420,4724,386,2047,265,2194,305,378,118,105,81,1533,234,426,139,164,86,219,107,23,52,20,40,1107,210,664,155,411,159,32,48,0,38
BK21,Seagate-Coney Island,7427,357,1808,278,690,152,346,119,199,85,72,56,73,61,1118,243,134,115,45,46,74,108,15,43,0,38,984,230,292,114,510,182,136,89,46,59,5619,364,3519,367,1722,274,1352,274,365,138,80,61,2100,291,271,126,109,65,127,93,35,64,0,38,1829,279,702,167,921,212,195,107,11,39
BK23,West Brighton,4649,296,310,116,214,96,204,94,10,29,0,27,0,27,96,64,7,27,7,27,0,27,0,27,0,27,89,63,63,58,26,36,0,27,0,27,4339,312,3319,325,2053,271,1160,259,106,79,0,27,1020,211,170,83,139,78,27,30,4,26,0,27,850,205,548,161,289,127,0,27,13,32
BK25,Homecrest,10589,403,1180,216,796,165,318,103,216,91,165,89,97,66,384,144,58,52,15,48,43,51,0,48,0,48,326,140,149,86,104,79,73,86,0,48,9409,404,7826,398,3274,332,2757,298,1426,216,369,103,1583,235,550,154,319,125,170,90,61,63,0,48,1033,189,650,148,310,108,73,67,0,48
BK26,Gravesend,7477,394,1164,220,672,180,180,122,326,142,155,80,11,36,492,176,27,43,27,43,0,36,0,36,0,36,465,173,183,122,188,112,94,104,0,36,6313,397,4785,384,2326,303,1655,262,677,184,127,87,1528,244,352,121,202,103,123,65,27,42,0,36,1176,212,686,160,454,140,36,42,0,36
BK27,Bath Beach,7451,351,982,210,701,168,223,90,319,133,131,86,28,46,281,124,31,45,31,45,0,40,0,40,0,40,250,120,137,112,85,55,11,42,17,40,6469,375,5209,355,2051,265,2371,295,676,157,111,73,1260,221,427,130,259,106,122,74,19,40,27,46,833,179,409,134,357,138,38,39,29,53
BK28,Bensonhurst West,21426,577,3040,339,2224,290,445,122,940,199,651,169,188,89,816,186,277,118,118,89,130,96,29,73,0,64,539,156,258,112,225,103,45,72,11,65,18386,589,14597,569,4742,396,7531,497,1913,260,411,114,3789,370,1244,227,518,156,556,155,133,91,37,75,2545,310,1310,229,926,185,270,124,39,78
BK29,Bensonhurst East,15789,469,2232,281,1675,249,604,141,583,166,422,143,66,71,557,148,160,77,65,59,78,65,17,51,0,51,397,134,166,93,164,93,67,73,0,51,13557,494,10516,492,3792,351,5027,401,1525,241,172,85,3041,348,1094,218,586,166,419,132,70,65,19,52,1947,279,1029,201,779,181,109,76,30,52
BK30,Dyker Heights,10939,379,1431,239,1030,200,285,109,462,143,245,105,38,71,401,134,87,74,52,67,35,60,0,51,0,51,314,120,147,87,134,83,28,57,5,50,9508,400,7540,393,2360,276,3667,330,1192,208,321,120,1968,267,743,183,346,127,327,121,50,65,20,59,1225,211,528,137,518,146,179,82,0,51
BK31,Bay Ridge,19449,601,2271,323,1652,272,383,125,483,159,693,186,93,86,619,179,94,87,61,83,12,68,21,68,0,66,525,168,275,137,137,88,113,98,0,66,17178,607,12926,573,4773,383,6250,446,1650,265,253,117,4252,419,1216,242,699,179,476,166,41,80,0,66,3036,348,1731,258,1121,223,169,113,15,68
BK32,Sunset Park West,11384,444,2675,325,1361,248,280,109,479,151,535,162,67,62,1314,245,249,110,53,60,133,92,24,54,39,59,1065,222,295,114,662,186,108,84,0,49,8709,458,5668,440,1550,247,2667,340,1205,241,246,114,3041,348,1015,211,433,139,372,136,135,88,75,69,2026,284,844,175,1001,211,161,89,20,52
BK33,Carroll Gardens-Columbia Street-Red Hook,9142,485,1214,246,279,115,188,106,53,55,31,64,7,44,935,224,244,145,43,60,145,119,56,83,0,45,691,207,249,140,373,142,69,71,0,45,7928,467,5868,430,2587,315,3056,356,211,84,14,49,2060,301,365,124,192,88,173,96,0,45,0,45,1695,293,811,210,746,208,126,111,12,46
BK34,Sunset Park East,15596,467,4472,377,2816,310,476,134,1273,224,858,183,209,106,1656,262,463,146,135,90,221,101,55,74,52,72,1193,229,431,151,599,161,163,92,0,59,11124,478,7521,467,1394,230,3953,379,1691,284,483,138,3603,353,1531,257,538,156,791,193,127,83,75,79,2072,274,896,188,854,189,229,103,93,70
BK35,Stuyvesant Heights,14657,547,3663,405,675,192,172,115,287,133,133,79,83,84,2988,366,418,154,276,124,106,92,36,62,0,51,2570,338,835,187,1139,247,489,155,107,89,10994,555,4383,431,1376,237,2133,306,707,178,167,102,6611,498,1373,264,808,208,492,161,34,57,39,62,5238,458,2602,343,1859,298,477,147,300,122
BK37,Park Slope-Gowanus,15944,638,683,196,245,108,88,77,31,60,78,80,48,72,438,168,159,110,119,106,40,64,0,58,0,58,279,138,111,97,159,114,9,58,0,58,15261,636,12233,598,5195,446,5961,462,1004,217,73,65,3028,355,912,204,458,140,392,143,62,83,0,58,2116,300,1175,216,860,204,72,83,9,58
