area_id,area_name,b03001001,b03001001_moe,b03001002,b03001002_moe,b03001003,b03001003_moe,b03001004,b03001004_moe,b03001005,b03001005_moe,b03001006,b03001006_moe,b03001007,b03001007_moe,b03001008,b03001008_moe,b03001009,b03001009_moe,b03001010,b03001010_moe,b03001011,b03001011_moe,b03001012,b03001012_moe,b03001013,b03001013_moe,b03001014,b03001014_moe,b03001015,b03001015_moe,b03001016,b03001016_moe,b03001017,b03001017_moe,b03001018,b03001018_moe,b03001019,b03001019_moe,b03001020,b03001020_moe,b03001021,b03001021_moe,b03001022,b03001022_moe,b03001023,b03001023_moe,b03001024,b03001024_moe,b03001025,b03001025_moe,b03001026,b03001026_moe,b03001027,b03001027_moe,b03001028,b03001028_moe,b03001029,b03001029_moe,b03001030,b03001030_moe,b03001031,b03001031_moe
BK09,Brooklyn Heights-Cobble Hill,23498,1176,21751,1107,1747,390,269,144,531,216,99,86,248,187,89,61,1,27,9,31,26,38,30,50,11,32,12,29,0,29,381,165,94,94,0,29,36,48,58,55,41,58,92,82,16,30,0,29,44,74,0,29,130,77,60,55,9,32,0,29,61,56
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,61584,1613,56772,1639,4812,786,350,224,2215,575,250,257,385,333,641,376,0,55,79,87,109,182,0,55,80,98,373,324,0,55,653,321,95,93,0,55,24,64,37,60,341,250,79,136,68,95,9,55,0,55,0,55,318,154,153,125,10,56,0,55,155,107
BK19,Brighton Beach,31584,1327,27449,1250,4135,795,1978,641,586,238,17,42,393,274,611,358,0,38,0,38,76,127,0,38,62,101,473,345,0,38,488,211,73,102,20,46,0,38,109,115,144,148,0,38,142,104,0,38,0,38,0,38,62,71,0,38,22,42,0,38,40,67
BK21,Seagate-Coney Island,30018,1278,22949,1334,7069,1005,819,391,4422,885,133,117,512,232,685,338,86,136,206,175,187,178,98,167,100,81,8,38,0,38,368,232,121,174,0,38,0,38,177,147,35,50,23,52,12,44,0,38,0,38,0,38,130,138,4,37,2,36,0,38,124,138
BK23,West Brighton,15472,690,15303,722,169,143,12,28,13,33,63,103,0,27,22,42,0,27,0,27,22,42,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,59,93,0,27,59,93,0,27,0,27
BK25,Homecrest,41899,1458,39018,1471,2881,670,1131,489,533,229,45,74,284,250,410,215,0,48,96,109,118,117,13,51,41,87,142,126,0,48,372,224,66,72,19,50,0,48,224,206,41,81,0,48,22,51,0,48,0,48,0,48,106,81,57,68,0,48,0,48,49,64
BK26,Gravesend,27759,1258,23496,1228,4263,886,634,402,2657,761,21,37,210,127,78,76,0,36,19,44,20,40,0,36,39,68,0,36,0,36,441,344,10,39,0,36,153,229,72,93,186,247,0,36,8,36,0,36,12,39,0,36,222,137,121,114,64,78,0,36,37,45
BK27,Bath Beach,29311,1246,25758,1231,3553,829,754,452,1222,443,63,69,235,225,295,200,0,40,90,109,11,42,0,40,16,43,178,167,0,40,849,422,44,82,0,40,0,40,273,224,464,337,0,40,62,99,0,40,6,60,0,40,135,116,24,42,0,40,0,40,111,114
BK28,Bensonhurst West,86592,2144,74092,2014,12500,1511,4718,1140,2592,510,346,194,398,185,1324,587,38,71,515,369,81,99,0,64,76,92,531,424,83,145,2611,717,403,268,182,219,0,64,290,221,1392,544,10,64,59,98,20,71,255,266,0,64,511,278,167,131,147,195,0,64,197,175
BK29,Bensonhurst East,61066,1648,53703,1665,7363,1082,1521,509,1651,478,127,118,187,163,992,490,96,172,333,276,146,169,27,56,0,51,371,318,19,57,2128,680,43,61,41,79,11,53,246,234,1087,476,0,51,308,301,106,175,158,178,128,185,757,335,297,152,58,69,0,51,402,298
BK30,Dyker Heights,45216,1499,41006,1492,4210,806,509,293,1416,436,138,125,408,230,527,315,0,51,140,220,198,190,98,112,39,77,52,82,0,51,994,448,87,147,38,77,0,51,70,67,618,407,0,51,110,113,0,51,17,56,54,92,218,108,109,83,48,66,0,51,61,69
BK31,Bay Ridge,83821,1989,70347,1943,13474,1305,3105,787,5780,886,483,209,765,286,919,344,46,77,241,183,233,214,50,78,58,78,248,199,43,79,1926,469,180,122,0,66,248,220,476,255,612,225,0,66,307,216,13,68,57,117,33,82,496,239,97,103,270,209,0,66,129,100
BK32,Sunset Park West,54932,1698,20872,1247,34060,1818,12435,1559,9697,1006,304,155,5062,857,1765,458,0,49,382,233,378,221,109,132,103,90,772,327,21,58,3910,807,61,68,0,49,0,49,482,212,2924,735,0,49,407,251,18,56,0,49,18,55,887,361,34,58,146,136,0,49,707,335
BK33,Carroll Gardens-Columbia Street-Red Hook,39422,1320,30919,1203,8503,935,754,354,4996,698,252,180,1053,602,532,236,25,51,89,92,124,122,0,45,119,115,175,149,0,45,556,198,47,66,13,48,45,58,137,99,216,147,0,45,55,59,0,45,0,45,43,80,360,162,163,96,45,59,0,45,152,128
BK34,Sunset Park East,71460,2069,47714,1912,23746,1504,7727,1301,7000,912,264,168,3568,736,1756,507,0,59,438,284,298,157,326,187,4,59,667,350,23,65,2888,751,129,211,0,59,20,64,287,218,2066,665,0,59,187,187,0,59,39,68,160,159,543,260,71,72,39,68,0,59,433,252
BK35,Stuyvesant Heights,64331,2086,50699,1942,13632,1298,1266,593,6473,978,130,125,2655,643,1724,521,151,98,137,217,474,274,48,76,870,392,0,51,44,75,844,423,0,51,0,51,0,51,279,243,467,330,0,51,80,123,0,51,8,51,10,52,540,250,291,221,43,67,11,52,195,118
BK37,Park Slope-Gowanus,72864,1877,60176,1739,12688,1282,2678,751,5331,890,454,164,1249,465,647,260,12,59,26,60,187,134,31,60,118,126,273,194,0,58,1846,427,137,96,15,62,123,122,498,204,586,283,0,58,344,200,13,57,111,97,19,62,483,166,171,97,85,84,0,58,227,128
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35373,1285,26967,1126,8406,875,359,182,5165,781,169,100,1087,413,534,331,28,50,0,42,301,297,28,49,62,71,21,52,94,162,783,249,113,85,41,75,16,42,304,165,212,134,11,44,81,68,0,42,5,41,0,42,309,111,148,75,43,55,0,42,118,81
BK40,Windsor Terrace,22571,968,19041,905,3530,674,576,454,1118,346,351,227,263,146,381,292,14,38,52,59,44,71,0,32,88,86,183,266,0,32,682,267,95,73,0,32,44,47,167,130,84,95,42,70,219,197,0,32,20,37,11,34,159,91,60,63,14,36,0,32,85,73
BK41,Kensington-Ocean Parkway,36199,1490,31164,1455,5035,1038,2449,894,1172,349,56,66,75,65,455,272,49,55,76,104,62,80,35,65,13,38,220,232,0,40,514,264,8,40,0,40,0,40,101,97,94,75,0,40,311,245,0,40,0,40,0,40,314,151,68,54,38,74,46,80,162,110
BK42,Flatbush,105094,2591,84991,2467,20103,1878,7412,1447,4382,944,367,170,2087,617,4099,905,371,388,351,294,528,278,28,74,1822,514,988,544,11,69,1317,439,28,71,0,68,147,159,365,226,464,319,0,68,252,148,7,68,54,90,0,68,439,194,56,90,47,80,0,68,336,181
BK43,Midwood,51514,1626,48241,1638,3273,710,820,383,1031,323,57,70,266,222,162,131,0,51,0,51,53,98,53,97,30,52,26,58,0,51,579,393,80,78,0,51,0,51,190,250,255,293,0,51,46,76,0,51,8,51,0,51,358,219,62,74,31,66,0,51,265,200
BK44,Madison,40001,1278,37304,1311,2697,646,806,363,789,330,98,97,43,63,297,248,0,46,36,72,29,66,0,46,39,73,193,230,0,46,527,330,54,92,34,71,0,46,141,170,102,116,0,46,185,144,11,48,0,46,0,46,137,120,22,59,81,112,0,46,34,51
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,48351,1473,44197,1416,4154,787,312,175,1804,579,83,77,478,252,454,280,132,198,72,94,37,69,6,53,125,131,82,141,0,55,780,320,54,79,32,74,59,115,106,108,336,251,0,55,126,101,67,113,0,55,0,55,243,181,147,165,49,72,0,55,47,80
BK46,Ocean Parkway South,19541,1096,17862,1093,1679,587,757,414,471,242,6,35,133,147,11,38,0,36,0,36,0,36,11,38,0,36,0,36,0,36,92,86,8,36,0,36,0,36,23,42,56,83,0,36,5,35,0,36,0,36,0,36,209,265,0,36,17,37,0,36,192,264
BK50,Canarsie,86160,2076,78732,2072,7428,956,283,196,3661,691,95,97,1358,529,1537,403,156,115,0,70,540,420,20,76,566,210,216,266,39,95,340,207,0,70,0,70,8,71,27,73,257,200,0,70,36,82,0,70,12,70,0,70,154,110,5,69,20,72,0,70,129,109
