area_id,area_name,b17001c001,b17001c001_moe,b17001c002,b17001c002_moe,b17001c003,b17001c003_moe,b17001c004,b17001c004_moe,b17001c005,b17001c005_moe,b17001c006,b17001c006_moe,b17001c007,b17001c007_moe,b17001c008,b17001c008_moe,b17001c009,b17001c009_moe,b17001c010,b17001c010_moe,b17001c011,b17001c011_moe,b17001c012,b17001c012_moe,b17001c013,b17001c013_moe,b17001c014,b17001c014_moe,b17001c015,b17001c015_moe,b17001c016,b17001c016_moe,b17001c017,b17001c017_moe,b17001c018,b17001c018_moe,b17001c019,b17001c019_moe,b17001c020,b17001c020_moe,b17001c021,b17001c021_moe,b17001c022,b17001c022_moe,b17001c023,b17001c023_moe,b17001c024,b17001c024_moe,b17001c025,b17001c025_moe,b17001c026,b17001c026_moe,b17001c027,b17001c027_moe,b17001c028,b17001c028_moe,b17001c029,b17001c029_moe,b17001c030,b17001c030_moe,b17001c031,b17001c031_moe,b17001c032,b17001c032_moe,b17001c033,b17001c033_moe,b17001c034,b17001c034_moe,b17001c035,b17001c035_moe,b17001c036,b17001c036_moe,b17001c037,b17001c037_moe,b17001c038,b17001c038_moe,b17001c039,b17001c039_moe,b17001c040,b17001c040_moe,b17001c041,b17001c041_moe,b17001c042,b17001c042_moe,b17001c043,b17001c043_moe,b17001c044,b17001c044_moe,b17001c045,b17001c045_moe,b17001c046,b17001c046_moe,b17001c047,b17001c047_moe,b17001c048,b17001c048_moe,b17001c049,b17001c049_moe,b17001c050,b17001c050_moe,b17001c051,b17001c051_moe,b17001c052,b17001c052_moe,b17001c053,b17001c053_moe,b17001c054,b17001c054_moe,b17001c055,b17001c055_moe,b17001c056,b17001c056_moe,b17001c057,b17001c057_moe,b17001c058,b17001c058_moe,b17001c059,b17001c059_moe
11,Jefferson Park,74,82,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,74,82,27,45,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,27,45,0,29,0,29,0,29,47,52,0,29,27,45,0,29,0,29,0,29,0,29,0,29,0,29,0,29,20,39,0,29,0,29,0,29
12,Forest Glen,21,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,21,40,21,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,21,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
13,North Park,42,48,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,42,48,30,41,0,27,0,27,0,27,0,27,0,27,0,27,15,33,15,34,0,27,0,27,0,27,0,27,0,27,12,22,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,12,22,0,27,0,27,0,27
14,Albany Park,123,111,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,123,111,71,65,0,45,0,45,0,45,0,45,0,45,0,45,0,45,22,48,11,45,10,45,28,51,0,45,0,45,52,73,0,45,0,45,10,45,0,45,0,45,0,45,0,45,10,45,0,45,0,45,0,45,14,47,18,51
15,Portage Park,175,179,12,47,12,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,5,47,0,47,7,48,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,163,176,83,110,0,47,0,47,14,50,0,47,0,47,0,47,16,52,23,53,0,47,30,55,0,47,0,47,0,47,80,85,6,47,0,47,14,50,0,47,0,47,0,47,15,51,10,47,10,49,13,49,12,49,0,47,0,47
16,Irving Park,150,134,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,150,134,75,85,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,1,46,32,56,42,79,0,47,0,47,75,88,0,47,0,47,14,51,0,47,0,47,0,47,0,47,0,47,49,84,0,47,0,47,12,50,0,47
17,Dunning,86,97,64,92,49,75,0,40,0,40,0,40,0,40,0,40,0,40,49,75,0,40,0,40,0,40,0,40,0,40,0,40,15,44,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,15,44,0,40,0,40,0,40,22,47,22,47,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,6,40,6,40,10,47,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
18,Montclare,42,54,8,20,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,8,20,0,23,0,23,8,20,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,34,52,1,16,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,1,16,0,23,0,23,0,23,33,54,0,23,0,23,33,54,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23
19,Belmont Cragin,171,165,107,152,51,80,0,52,0,52,13,54,13,54,0,52,0,52,0,52,0,52,18,53,7,52,0,52,0,52,0,52,56,95,0,52,0,52,12,54,0,52,0,52,24,64,0,52,0,52,0,52,12,54,0,52,8,53,0,52,64,80,29,55,6,52,0,52,0,52,0,52,6,51,0,52,0,52,0,52,17,52,0,52,0,52,0,52,0,52,35,71,0,52,0,52,0,52,0,52,14,55,0,52,0,52,0,52,21,57,0,52,0,52,0,52,0,52
20,Hermosa,33,49,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,33,49,11,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,11,33,0,29,0,29,22,37,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,34,10,33,0,29,0,29
21,Avondale,285,278,40,60,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,40,60,0,38,0,38,0,38,0,38,0,38,0,38,0,38,9,40,0,38,31,59,0,38,0,38,0,38,245,275,100,115,0,38,0,38,0,38,0,38,0,38,0,38,30,61,45,73,0,38,25,55,0,38,0,38,0,38,145,181,0,38,25,54,7,38,0,38,0,38,0,38,58,101,0,38,0,38,31,54,9,40,9,39,6,38
22,Logan Square,136,114,4,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,4,57,4,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,132,114,85,83,0,57,0,57,5,57,0,57,0,57,0,57,0,57,12,59,6,57,34,67,28,73,0,57,0,57,47,71,8,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,11,57,28,71,0,57,0,57
23,Humboldt Park,168,159,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,168,159,114,111,0,51,0,51,0,51,0,51,0,51,0,51,0,51,31,70,47,72,3,49,20,56,0,51,13,53,54,74,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,25,60,29,68,0,51
24,West Town,231,109,65,77,29,68,0,62,0,62,0,62,0,62,0,62,0,62,0,62,17,66,12,64,0,62,0,62,0,62,0,62,36,72,0,62,0,62,0,62,0,62,0,62,8,63,17,63,0,62,0,62,0,62,8,63,0,62,3,62,166,98,79,75,0,62,0,62,0,62,0,62,0,62,0,62,16,66,26,65,13,65,24,67,0,62,0,62,0,62,87,84,0,62,0,62,0,62,6,62,0,62,0,62,0,62,28,69,8,63,15,62,23,72,7,63,0,62
25,Austin,142,152,33,68,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,33,68,0,61,0,61,0,61,0,61,13,64,0,61,14,64,0,61,0,61,0,61,6,60,0,61,0,61,109,148,83,120,13,64,0,61,15,65,0,61,0,61,0,61,22,69,0,61,25,73,8,62,0,61,0,61,0,61,26,67,0,61,0,61,0,61,0,61,0,61,0,61,0,61,26,67,0,61,0,61,0,61,0,61,0,61
26,West Garfield Park,14,45,14,45,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,14,45,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,14,45,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,13,43,13,43,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,13,43,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,13,43,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,154,111,30,57,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,30,57,0,52,0,52,0,52,0,52,0,52,0,52,13,54,0,52,10,55,7,52,0,52,0,52,0,52,124,98,96,90,0,52,4,51,4,51,4,51,0,52,0,52,0,52,18,55,41,75,25,65,0,52,0,52,0,52,28,56,5,51,0,52,4,51,0,52,0,52,0,52,0,52,19,54,0,52,0,52,0,52,0,52,0,52
29,North Lawndale,21,52,18,51,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,18,51,0,43,0,43,0,43,0,43,0,43,0,43,18,51,0,43,0,43,0,43,0,43,0,43,0,43,3,42,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,3,42,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,3,42,0,43
30,South Lawndale,314,177,129,104,57,59,9,49,0,48,10,49,0,48,0,48,0,48,13,51,9,49,0,48,0,48,5,48,0,48,11,47,72,71,0,48,8,49,14,49,9,49,0,48,0,48,8,48,0,48,16,49,0,48,0,48,12,47,5,47,185,146,98,88,10,49,0,48,16,49,0,48,0,48,0,48,0,48,19,50,19,51,5,47,11,50,10,49,8,49,87,82,6,48,0,48,6,48,9,49,9,49,0,48,0,48,17,51,18,51,15,49,0,48,7,48,0,48
31,Lower West Side,113,74,34,51,24,43,0,42,0,42,0,42,0,42,0,42,0,42,13,41,0,42,0,42,0,42,0,42,0,42,11,44,10,43,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,10,43,79,58,55,51,13,42,0,42,0,42,13,41,0,42,0,42,0,42,7,42,13,41,0,42,9,42,0,42,0,42,24,39,0,42,0,42,0,42,0,42,0,42,0,42,0,42,3,41,16,42,5,40,0,42,0,42,0,42
32,Loop,34,37,17,37,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,17,37,0,30,0,30,0,30,0,30,0,30,0,30,17,37,0,30,0,30,0,30,0,30,0,30,0,30,17,30,17,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,10,30,0,30,7,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30
33,Near South Side,53,62,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,53,62,40,48,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,29,25,41,0,24,0,24,0,24,13,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,27,0,24,0,24
34,Armour Square,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27,0,27,0,27,0,27,0,27
35,Douglas,7,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,7,35,7,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,7,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
36,Oakland,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,14,45,13,46,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,13,46,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,13,46,0,43,1,41,1,41,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,1,41,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
39,Kenwood,73,63,9,33,9,33,9,33,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,64,62,13,35,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,13,35,51,60,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,24,46,27,46
40,Washington Park,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,84,74,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,84,74,52,56,0,38,0,38,0,38,0,38,20,45,0,38,0,38,4,37,28,51,0,38,0,38,0,38,0,38,32,49,0,38,0,38,0,38,0,38,0,38,9,39,0,38,0,38,0,38,10,39,0,38,13,43,0,38
42,Woodlawn,60,57,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,60,57,32,47,0,36,0,36,0,36,0,36,0,36,0,36,10,37,0,36,14,41,0,36,8,37,0,36,0,36,28,42,0,36,0,36,0,36,7,36,0,36,0,36,0,36,0,36,0,36,14,40,7,37,0,36,0,36
43,South Shore,108,86,38,54,7,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,7,44,0,44,0,44,0,44,31,54,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,31,54,0,44,0,44,70,80,38,65,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,14,51,24,60,0,44,0,44,32,64,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,32,64,0,44,0,44,0,44
44,Chatham,28,43,16,42,16,42,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,16,42,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,12,38,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,12,38,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,12,38,0,37,0,37
45,Avalon Park,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,9,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,9,29,4,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,4,26,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,26
49,Roseland,20,54,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,20,54,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,20,54,0,41,0,41,20,54,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
