area_id,area_name,b10051a001,b10051a001_moe,b10051a002,b10051a002_moe,b10051a003,b10051a003_moe,b10051a004,b10051a004_moe,b10051a005,b10051a005_moe,b10051a006,b10051a006_moe,b10051a007,b10051a007_moe
1,Rogers Park,372,185,139,108,109,97,30,66,233,130,121,97,112,98
2,West Ridge,777,319,116,90,116,90,0,51,661,307,96,81,565,296
3,Uptown,212,173,104,158,0,48,104,158,108,85,66,64,42,63
4,Lincoln Square,343,231,94,114,94,114,0,40,249,204,74,105,175,178
5,North Center,75,70,22,47,16,44,6,43,53,66,21,49,32,58
6,Lake View,86,86,8,67,0,66,8,67,78,84,10,68,68,77
7,Lincoln Park,21,54,0,51,0,51,0,51,21,54,1,49,20,55
8,Near North Side,50,66,17,60,0,54,17,60,33,61,9,55,24,60
9,Edison Park,136,91,60,69,39,41,21,37,76,58,25,29,51,54
10,Norwood Park,452,174,25,44,12,41,13,42,427,171,112,91,315,145
11,Jefferson Park,384,163,42,40,42,40,0,29,342,159,145,119,197,96
12,Forest Glen,206,118,16,37,0,29,16,37,190,115,91,91,99,66
13,North Park,165,94,29,42,15,36,14,33,136,90,32,36,104,85
14,Albany Park,428,177,34,49,15,48,19,46,394,173,176,133,218,117
15,Portage Park,1164,311,340,138,238,110,102,97,824,282,282,155,542,206
16,Irving Park,802,239,199,124,148,115,51,64,603,210,452,186,151,88
17,Dunning,1103,287,280,182,131,112,149,148,823,213,257,130,566,169
18,Montclare,267,114,72,59,59,61,13,26,195,98,71,51,124,80
19,Belmont Cragin,1278,300,360,147,328,145,32,58,918,255,353,144,565,206
20,Hermosa,338,149,87,88,72,85,15,37,251,122,148,91,103,84
21,Avondale,680,251,217,133,137,91,80,79,463,213,231,136,232,144
22,Logan Square,1142,300,669,259,435,205,234,129,473,162,212,108,261,116
23,Humboldt Park,517,183,156,112,129,107,27,55,361,154,231,130,130,81
24,West Town,522,159,164,103,74,84,90,84,358,135,101,80,257,118
25,Austin,226,130,139,107,102,104,37,65,87,95,42,88,45,69
26,West Garfield Park,18,40,0,35,0,35,0,35,18,40,0,35,18,40
27,East Garfield Park,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,138,96,19,58,0,52,19,58,119,92,9,53,110,91
29,North Lawndale,16,48,0,43,0,43,0,43,16,48,8,43,8,44
30,South Lawndale,1176,265,583,197,426,169,157,97,593,178,288,131,305,121
31,Lower West Side,604,205,181,102,130,94,51,48,423,171,240,129,183,114
32,Loop,0,30,0,30,0,30,0,30,0,30,0,30,0,30
33,Near South Side,62,67,54,67,0,24,54,67,8,25,0,24,8,25
34,Armour Square,9,29,5,26,5,26,0,27,4,26,4,26,0,27
35,Douglas,0,35,0,35,0,35,0,35,0,35,0,35,0,35
36,Oakland,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,27,52,0,43,0,43,0,43,27,52,0,43,27,52
39,Kenwood,9,33,0,31,0,31,0,31,9,33,9,33,0,31
40,Washington Park,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,0,38,0,38,0,38,0,38,0,38,0,38,0,38
42,Woodlawn,0,36,0,36,0,36,0,36,0,36,0,36,0,36
43,South Shore,84,84,21,55,0,44,21,55,63,73,0,44,63,73
44,Chatham,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,318,142,50,63,0,37,50,63,268,149,205,141,63,54
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,30,45,11,26,11,26,0,19,19,39,10,25,9,23
51,South Deering,103,80,42,45,25,39,17,33,61,69,0,25,61,69
52,East Side,561,200,171,92,105,74,66,55,390,167,202,122,188,117
53,West Pullman,99,83,0,39,0,39,0,39,99,83,80,76,19,46
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,75,60,38,43,0,19,38,43,37,42,0,19,37,42
56,Garfield Ridge,629,221,120,96,100,91,20,46,509,201,163,94,346,158
57,Archer Heights,225,110,42,48,42,48,0,27,183,78,103,68,80,52
58,Brighton Park,1086,272,219,135,155,117,64,65,867,239,409,169,458,175
59,McKinley Park,171,92,105,75,67,65,38,45,66,52,45,49,21,28
60,Bridgeport,285,101,86,65,62,57,24,42,199,81,82,55,117,66
61,New City,518,168,155,98,114,82,41,67,363,135,248,115,115,83
62,West Elsdon,635,237,89,78,89,78,0,27,546,238,351,169,195,118
63,Gage Park,1098,304,234,136,195,128,39,59,864,276,518,218,346,160
64,Clearing,206,104,92,72,57,63,35,40,114,76,58,55,56,60
65,West Lawn,512,193,124,92,116,92,8,32,388,166,189,105,199,98
66,Chicago Lawn,336,131,118,92,100,79,18,52,218,102,102,71,116,96
67,West Englewood,36,59,24,57,0,48,24,57,12,51,0,48,12,51
68,Englewood,6,37,6,37,6,37,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,9,39,9,39,9,39,0,38,0,38,0,38,0,38
70,Ashburn,637,190,118,80,69,62,49,64,519,175,222,124,297,123
71,Auburn Gresham,13,49,7,46,0,46,7,46,6,46,0,46,6,46
72,Beverly,138,79,31,39,0,29,31,39,107,73,16,35,91,70
73,Washington Heights,21,46,0,33,0,33,0,33,21,46,0,33,21,46
74,Mount Greenwood,158,109,69,73,59,67,10,27,89,84,28,44,61,55
75,Morgan Park,49,56,7,32,7,32,0,31,42,55,28,51,14,38
76,O'Hare,276,238,77,104,77,104,0,38,199,175,180,173,19,47
77,Edgewater,143,102,32,57,0,48,32,57,111,95,82,90,29,55
